component_id,excel_row,source,plant_name,original_district,allocated_district,balancing_area,original_capacity_mw,allocation_share,allocated_capacity_mw,allocation_method,source_url,confidence,notes
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Tiruppur,Coimbatore,1635.8,0.045169594546277975,73.88842275880151,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Tiruvallur,Chennai North,1635.8,0.042428431816556623,69.40442876552332,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Tiruvannamalai,Villupuram,1635.8,0.012347150382570973,20.197468595809596,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Vellore,Vellore,1635.8,0.030808285462303055,50.39619335923533,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Viluppuram,Villupuram,1635.8,0.018532643672681332,30.315698519772123,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Virudhunagar,Tirunelveli,1635.8,0.025373632398159846,41.50618787690988,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_nagapattinam_5__aggregate_01,186.0,Solar,Tamil Nadu Nagapattinam  5,Nagapattinam,Nagapattinam,Trichy,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_perambalur_10__aggregate_01,187.0,Solar,Tamil Nadu Perambalur 10,Perambalur,Perambalur,Trichy,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_pudukkottai_20__aggregate_01,188.0,Solar,Tamil Nadu Pudukkottai 20,Pudukkottai,Pudukkottai,Trichy,20.0,1.0,20.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_ramanathapuram_245__aggregate_01,189.0,Solar,Tamil Nadu Ramanathapuram 245,Ramanathapuram,Ramanathapuram,Madurai,245.0,1.0,245.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_ramanathapuram_kamuthi_solar_power_project_648__aggregate_01,190.0,Solar,Tamil Nadu Ramanathapuram Kamuthi Solar Power Project 648,Ramanathapuram,Ramanathapuram,Madurai,648.0,1.0,648.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_sivaganga_16_55__aggregate_01,191.0,Solar,Tamil Nadu Sivaganga 16.55,Sivaganga,Sivagangai,Madurai,16.55,1.0,16.55,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_thoothukkudi_28__aggregate_01,192.0,Solar,Tamil Nadu Thoothukkudi 28,Thoothukkudi,Thoothukudi,Tirunelveli,28.0,1.0,28.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tiruchirappalli_169__aggregate_01,193.0,Solar,Tamil Nadu Tiruchirappalli 169,Tiruchirappalli,Tiruchirappalli,Trichy,169.0,1.0,169.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tirunelveli_309_36__aggregate_01,194.0,Solar,Tamil Nadu Tirunelveli  309.36,Tirunelveli,Tirunelveli,Tirunelveli,309.36,1.0,309.36,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,195.0,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351","Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",Ramanathapuram,Madurai,351.0,0.25,87.75,Equal split across districts named in the original row,,Medium,The source row identifies four districts but does not give district-specific shares.
tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,195.0,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351","Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",Thoothukudi,Tirunelveli,351.0,0.25,87.75,Equal split across districts named in the original row,,Medium,The source row identifies four districts but does not give district-specific shares.
tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,195.0,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351","Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",Tirunelveli,Tirunelveli,351.0,0.25,87.75,Equal split across districts named in the original row,,Medium,The source row identifies four districts but does not give district-specific shares.
tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,195.0,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351","Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",Virudhunagar,Tirunelveli,351.0,0.25,87.75,Equal split across districts named in the original row,,Medium,The source row identifies four districts but does not give district-specific shares.
tamil_nadu_tiruppur_49_3__aggregate_01,196.0,Solar,Tamil Nadu Tiruppur 49.3,Tiruppur,Tiruppur,Coimbatore,49.3,1.0,49.3,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tiruvannamalai_31__aggregate_01,197.0,Solar,Tamil Nadu Tiruvannamalai 31,Tiruvannamalai,Tiruvannamalai,Villupuram,31.0,1.0,31.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_vellore_5__aggregate_01,198.0,Solar,Tamil Nadu Vellore  5,Vellore,Vellore,Vellore,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_virudhunagar_685_4__aggregate_01,199.0,Solar,Tamil Nadu Virudhunagar 685.4,Virudhunagar,Virudhunagar,Tirunelveli,685.4,1.0,685.4,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
basin_bridge_gas_turbine_power_station__unit_01,200.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Chennai,Chennai,Chennai North,30.0,1.0,30.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
basin_bridge_gas_turbine_power_station__unit_02,201.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Chennai,Chennai,Chennai North,30.0,1.0,30.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
basin_bridge_gas_turbine_power_station__unit_03,202.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Chennai,Chennai,Chennai North,30.0,1.0,30.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
basin_bridge_gas_turbine_power_station__unit_04,203.0,Oil & Gas,Basin Bridge Gas Turbine Power Station,Chennai,Chennai,Chennai North,30.0,1.0,30.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
kovilkalappal_thirumakotai_gas_combined_cycle_gas_turbine_power___unit_02,206.0,Oil & Gas,Kovilkalappal (Thirumakotai) Gas Combined Cycle Gas Turbine Power Station,Thiruvarur,Thiruvarur,Trichy,69.65,1.0,69.65,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
kovilkalappal_thirumakotai_gas_combined_cycle_gas_turbine_power___unit_01,207.0,Oil & Gas,Kovilkalappal (Thirumakotai) Gas Combined Cycle Gas Turbine Power Station,Thiruvarur,Thiruvarur,Trichy,38.23,1.0,38.23,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
kuttalam_gas_turbine_power_station__unit_01,208.0,Oil & Gas,Kuttalam Gas Turbine Power Station,Nagapattinam,Nagapattinam,Trichy,63.0,1.0,63.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
kuttalam_gas_turbine_power_station__unit_02,209.0,Oil & Gas,Kuttalam Gas Turbine Power Station,Nagapattinam,Nagapattinam,Trichy,37.0,1.0,37.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
pillaiperumalnallur_ppn_power_plant_phase_i__unit_02,210.0,Oil & Gas,Pillaiperumalnallur (PPN) Power Plant Phase I,Nagapattinam,Nagapattinam,Trichy,225.0,1.0,225.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
pillaiperumalnallur_ppn_power_plant_phase_i__unit_01,211.0,Oil & Gas,Pillaiperumalnallur (PPN) Power Plant Phase I,Nagapattinam,Nagapattinam,Trichy,105.5,1.0,105.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
valuthur_gas_turbine_power_station__unit_01,214.0,Oil & Gas,Valuthur Gas Turbine Power Station,Ramanathapuram,Ramanathapuram,Madurai,60.0,1.0,60.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
valuthur_gas_turbine_power_station__unit_02,215.0,Oil & Gas,Valuthur Gas Turbine Power Station,Ramanathapuram,Ramanathapuram,Madurai,34.0,1.0,34.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
valuthur_gas_turbine_power_station__unit_03,216.0,Oil & Gas,Valuthur Gas Turbine Power Station,Ramanathapuram,Ramanathapuram,Madurai,59.8,1.0,59.8,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
valuthur_gas_turbine_power_station__unit_04,217.0,Oil & Gas,Valuthur Gas Turbine Power Station,Ramanathapuram,Ramanathapuram,Madurai,32.4,1.0,32.4,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
ambika_sugars_previously_m_s_srel_tamil_nadu_cuddalore_40__unit_01,218.0,Bio Power,Ambika Sugars (Previously M/s. SREL) Tamil Nadu Cuddalore 40,Cuddalore,Cuddalore,Villupuram,40.0,1.0,40.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
arashi_hi_tech_bio_power_ltd_tamil_nadu_coimbatore_1_6__unit_01,219.0,Bio Power,"Arashi Hi-Tech Bio-Power 
Ltd. Tamil Nadu Coimbatore 1.6",Coimbatore,Coimbatore,Coimbatore,1.6,1.0,1.6,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
arunachala_sugars_ltd_tamil_nadu_tiruvannamalai_19__unit_01,220.0,Bio Power,Arunachala Sugars Ltd. Tamil Nadu Tiruvannamalai 19,Tiruvannamalai,Tiruvannamalai,Villupuram,19.0,1.0,19.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
astro_energy_and_bio_systems_ltd_tamil_nadu_madurai_10__unit_01,221.0,Bio Power,Astro Energy and Bio Systems Ltd. Tamil Nadu Madurai 10,Madurai,Madurai,Madurai,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
auro_energy_ltd_tamil_nadu_thanjavur_16__unit_01,222.0,Bio Power,Auro Energy Ltd. Tamil Nadu Thanjavur 16,Thanjavur,Thanjavur,Trichy,16.0,1.0,16.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
aurobindo_agro_energy_pvt_ltd_tamil_nadu_sivaganga_15__unit_01,223.0,Bio Power,Aurobindo Agro Energy Pvt. Ltd. Tamil Nadu Sivaganga 15,Sivaganga,Sivagangai,Madurai,15.0,1.0,15.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
auromira_bio_power_india_p_ltd_tamil_nadu_tirunelveli_15__unit_01,224.0,Bio Power,"Auromira Bio Power
India (P) Ltd Tamil Nadu Tirunelveli 15",Tirunelveli,Tirunelveli,Tirunelveli,15.0,1.0,15.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
bannari_amman_sugars_ltd_tamil_nadu_erode_20__unit_01,225.0,Bio Power,Bannari Amman Sugars Ltd. Tamil Nadu Erode 20,Erode,Erode,Erode,20.0,1.0,20.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
bannari_amman_sugars_and_chemicals_ltd_tamil_nadu_tiruvannamalai__unit_01,226.0,Bio Power,Bannari Amman Sugars and Chemicals Ltd. Tamil Nadu Tiruvannamalai 28.8,Tiruvannamalai,Tiruvannamalai,Villupuram,28.8,1.0,28.8,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
c_m_d_a_koyambedu_veg_market_bio_metharation_plant_tamil_nadu_ch__unit_01,227.0,Bio Power,"C.M.D.A., Koyambedu Veg. Market Bio-metharation plant Tamil Nadu Chennai 0.25",Chennai,Chennai,Chennai North,0.25,1.0,0.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
cheyyar_co_op_sugar_mills_tamil_nadu_tiruvannamalai_7_5__unit_01,228.0,Bio Power,Cheyyar Co.op Sugar Mills Tamil Nadu Tiruvannamalai 7.5,Tiruvannamalai,Tiruvannamalai,Villupuram,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
chitra_bio_energy_ltd_tamil_nadu_pudukkottai_7_5__unit_01,229.0,Bio Power,Chitra Bio Energy Ltd. Tamil Nadu Pudukkottai 7.5,Pudukkottai,Pudukkottai,Trichy,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
dhanalakshmi_srinivasan_sugars_pvt_ltd_tamil_nadu_perambalur_25__unit_01,230.0,Bio Power,Dhanalakshmi Srinivasan Sugars Pvt Ltd. Tamil Nadu Perambalur 25,Perambalur,Perambalur,Trichy,25.0,1.0,25.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
dharani_sugars_chemical_ltd_tamil_nadu_tiruvannamalai_15__unit_01,231.0,Bio Power,Dharani Sugars & Chemical Ltd. Tamil Nadu Tiruvannamalai 15,Tiruvannamalai,Tiruvannamalai,Villupuram,15.0,1.0,15.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
dharani_sugars_chemical_ltd_tamil_nadu_viluppuram_22__unit_01,232.0,Bio Power,Dharani Sugars & Chemical Ltd. Tamil Nadu Viluppuram 22,Viluppuram,Viluppuram,Villupuram,22.0,1.0,22.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
eid_parry_india_ltd_tamil_nadu_cuddalore_24_5__unit_01,233.0,Bio Power,EID Parry India Ltd. Tamil Nadu Cuddalore 24.5,Cuddalore,Cuddalore,Villupuram,24.5,1.0,24.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
eid_parry_india_ltd_tamil_nadu_karur_22__unit_01,234.0,Bio Power,EID Parry India Ltd. Tamil Nadu Karur 22,Karur,Karur,Trichy,22.0,1.0,22.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
eid_parry_india_ltd_tamil_nadu_pudukkottai_18__unit_01,235.0,Bio Power,EID Parry India Ltd. Tamil Nadu Pudukkottai 18,Pudukkottai,Pudukkottai,Trichy,18.0,1.0,18.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
eid_parry_india_ltd_tamil_nadu_tiruchirappalli_18__unit_01,236.0,Bio Power,EID Parry India Ltd. Tamil Nadu Tiruchirappalli 18,Tiruchirappalli,Tiruchirappalli,Trichy,18.0,1.0,18.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
eta_power_gen_pvt_ltd_tamil_nadu_virudhunagar_10__unit_01,237.0,Bio Power,ETA Power Gen.Pvt.Ltd. Tamil Nadu Virudhunagar 10,Virudhunagar,Virudhunagar,Tirunelveli,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
empee_distilleries_pvt_ltd_tamil_nadu_pudukkottai_10__unit_01,238.0,Bio Power,Empee Distilleries (Pvt) Ltd. Tamil Nadu Pudukkottai 10,Pudukkottai,Pudukkottai,Trichy,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
empee_sugars_chemicals_ltd_tamil_nadu_tirunelveli_50__unit_01,239.0,Bio Power,Empee Sugars & Chemicals Ltd. Tamil Nadu Tirunelveli 50,Tirunelveli,Tirunelveli,Tirunelveli,50.0,1.0,50.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
g_k_bio_energy_pvt_ltd_tamil_nadu_erode_1_5__unit_01,240.0,Bio Power,G.K. Bio Energy Pvt. Ltd. Tamil Nadu Erode 1.5,Erode,Erode,Erode,1.5,1.0,1.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
global_power_tech_equipments_pvt_ltd_tamil_nadu_tiruvannamalai_7__unit_01,241.0,Bio Power,Global Power Tech. Equipments Pvt.Ltd. Tamil Nadu Tiruvannamalai 7.5,Tiruvannamalai,Tiruvannamalai,Villupuram,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
iot_mabagas_ltd_tamil_nadu_n_a_2__unit_01,242.0,Bio Power,IOT Mabagas Ltd. Tamil Nadu N.A. 2,Namakkal,Namakkal,Erode,2.0,1.0,2.0,Direct facility match in CEA plant-wise renewable-energy report,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,High,CEA lists IOT MABAGAS / IOT Biogas in Namakkal (reported capacity 2.40 MW; workbook row is 2 MW).
kothari_sugars_chemicals_ltd_kattur_lalgudi__unit_01,243.0,Bio Power,"Kothari Sugars & Chemicals Ltd., Kattur/Lalgudi",Tiruchirappalli,Tiruchirappalli,Trichy,12.0,1.0,12.0,"Direct plant correction from Prayas district record, cross-checked with CEA",https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,High,"Prayas places the 12 MW unit in Tiruchirappalli; CEA identifies Kattur/Lalgudi, Trichy (11 MW). ICED capacity is retained."
kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_22__unit_01,244.0,Bio Power,Kothari Sugars & Chemicals Ltd. Tamil Nadu Perambalur 22,Perambalur,Perambalur,Trichy,22.0,1.0,22.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
m_r_k_co_op_sugar_mills_tamil_nadu_cuddalore_7_5__unit_01,245.0,Bio Power,M.R.K.Co.op Sugar Mills Tamil Nadu Cuddalore 7.5,Cuddalore,Cuddalore,Villupuram,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
madras_sugars_chemicals_ltd_vengur__unit_01,246.0,Bio Power,"Madras Sugars & Chemicals Ltd., Vengur",Viluppuram,Viluppuram,Villupuram,25.0,1.0,25.0,"Direct plant correction from Prayas district record, cross-checked with CEA",https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,High,Prayas and CEA both place the 25 MW Vengur unit in Viluppuram.
manali_petrochemicals_ltd_tamil_nadu_thiruvallur_4_7__unit_01,247.0,Bio Power,Manali Petrochemicals Ltd. Tamil Nadu Thiruvallur 4.7,Thiruvallur,Tiruvallur,Chennai North,4.7,1.0,4.7,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
mohan_breweries_distillaries_ltd_tamil_nadu_kancheepuram_18__unit_01,248.0,Bio Power,Mohan Breweries & Distillaries Ltd Tamil Nadu Kancheepuram 18,Kancheepuram,Kancheepuram,Chennai South,18.0,1.0,18.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
orient_green_power_ltd_tamil_nadu_coimbatore_10__unit_01,249.0,Bio Power,Orient Green Power Ltd. Tamil Nadu Coimbatore 10,Coimbatore,Coimbatore,Coimbatore,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Chennai,Chennai North,6.4,0.0003023340186237755,0.0019349377191921634,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Coimbatore,Coimbatore,6.4,0.014028298464143184,0.08978111017051638,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Cuddalore,Villupuram,6.4,0.10966259523521586,0.7018406095053815,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Dharmapuri,Vellore,6.4,0.01814004111742653,0.1160962631515298,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Dindigul,Madurai,6.4,0.009070020558713265,0.0580481315757649,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Erode,Erode,6.4,0.1173055992260249,0.7507558350465594,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Kancheepuram,Chennai South,6.4,0.07618817269319143,0.4876043052364252,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Karur,Trichy,6.4,0.026605393638892246,0.17027451928891038,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Madurai,Madurai,6.4,0.01209336074495102,0.07739750876768653,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Namakkal,Erode,6.4,0.003023340186237755,0.019349377191921632,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Perambalur,Trichy,6.4,0.07135082839521102,0.4566453017293506,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Pudukkottai,Trichy,6.4,0.04293143064457612,0.2747611561252872,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Sivagangai,Madurai,6.4,0.07135082839521102,0.4566453017293506,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Thanjavur,Trichy,6.4,0.0627887289877857,0.4018478655218285,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
